Entity,Code,Day,total_vaccinations_per_hundred
Kyrgyzstan,KGZ,2022-04-07,44.99
Kyrgyzstan,KGZ,2022-04-08,45.05
Kyrgyzstan,KGZ,2022-04-09,45.06
Kyrgyzstan,KGZ,2022-04-10,45.12
Kyrgyzstan,KGZ,2022-04-11,45.23
Kyrgyzstan,KGZ,2022-04-12,45.28
Kyrgyzstan,KGZ,2022-04-13,45.39
Kyrgyzstan,KGZ,2022-04-14,45.45
Kyrgyzstan,KGZ,2022-04-17,45.55
Kyrgyzstan,KGZ,2022-04-18,45.64
Kyrgyzstan,KGZ,2022-04-19,45.67
Kyrgyzstan,KGZ,2022-04-20,45.73
Kyrgyzstan,KGZ,2022-04-21,45.8
Kyrgyzstan,KGZ,2022-04-23,45.87
Kyrgyzstan,KGZ,2022-04-24,45.9
Kyrgyzstan,KGZ,2022-04-25,45.98
Kyrgyzstan,KGZ,2022-04-26,46.04
Kyrgyzstan,KGZ,2022-04-27,46.11
Kyrgyzstan,KGZ,2022-04-28,46.19
Kyrgyzstan,KGZ,2022-04-29,46.24
Kyrgyzstan,KGZ,2022-04-30,46.25
Kyrgyzstan,KGZ,2022-05-01,46.26
Kyrgyzstan,KGZ,2022-05-02,46.26
Kyrgyzstan,KGZ,2022-05-03,46.3
Kyrgyzstan,KGZ,2022-05-04,46.34
Kyrgyzstan,KGZ,2022-05-05,46.38
Kyrgyzstan,KGZ,2022-05-06,46.44
Kyrgyzstan,KGZ,2022-05-07,46.45
Kyrgyzstan,KGZ,2022-05-08,46.46
Kyrgyzstan,KGZ,2022-05-09,46.49
Kyrgyzstan,KGZ,2022-05-10,46.57
Kyrgyzstan,KGZ,2022-05-11,46.63
Kyrgyzstan,KGZ,2022-05-14,46.7
Kyrgyzstan,KGZ,2022-05-15,46.75
Kyrgyzstan,KGZ,2022-05-16,46.87
Kyrgyzstan,KGZ,2022-05-17,46.9
Kyrgyzstan,KGZ,2022-05-18,46.97
Kyrgyzstan,KGZ,2022-05-19,47.04
Kyrgyzstan,KGZ,2022-05-20,47.1
Kyrgyzstan,KGZ,2022-05-21,47.12
Kyrgyzstan,KGZ,2022-05-22,47.14
Kyrgyzstan,KGZ,2022-05-23,47.21
Kyrgyzstan,KGZ,2022-05-24,47.27
Kyrgyzstan,KGZ,2022-05-25,47.32
Kyrgyzstan,KGZ,2022-05-26,47.38
Kyrgyzstan,KGZ,2022-05-27,47.42
Kyrgyzstan,KGZ,2022-05-28,47.43
Kyrgyzstan,KGZ,2022-05-29,47.45
Kyrgyzstan,KGZ,2022-05-30,47.5
Kyrgyzstan,KGZ,2022-05-31,47.55
Kyrgyzstan,KGZ,2022-06-01,47.59
Kyrgyzstan,KGZ,2022-06-02,47.63
Kyrgyzstan,KGZ,2022-06-03,47.67
Kyrgyzstan,KGZ,2022-06-04,47.68
Kyrgyzstan,KGZ,2022-06-05,47.71
Kyrgyzstan,KGZ,2022-06-06,47.75
Kyrgyzstan,KGZ,2022-06-07,47.8
Kyrgyzstan,KGZ,2022-06-08,47.83
Kyrgyzstan,KGZ,2022-06-09,47.86
Kyrgyzstan,KGZ,2022-06-10,47.89
Kyrgyzstan,KGZ,2022-06-11,47.89
Kyrgyzstan,KGZ,2022-06-12,47.91
Kyrgyzstan,KGZ,2022-06-13,47.94
Kyrgyzstan,KGZ,2022-06-14,47.97
Kyrgyzstan,KGZ,2022-06-15,48
Kyrgyzstan,KGZ,2022-06-16,48.03
Kyrgyzstan,KGZ,2022-06-17,48.06
Kyrgyzstan,KGZ,2022-06-18,48.06
Kyrgyzstan,KGZ,2022-06-19,48.08
Kyrgyzstan,KGZ,2022-06-20,48.1
Kyrgyzstan,KGZ,2022-06-21,48.13
Kyrgyzstan,KGZ,2022-06-22,48.16
Kyrgyzstan,KGZ,2022-06-23,48.19
Kyrgyzstan,KGZ,2022-06-24,48.22
Kyrgyzstan,KGZ,2022-06-25,48.22
Kyrgyzstan,KGZ,2022-06-26,48.23
Kyrgyzstan,KGZ,2022-06-27,48.25
Kyrgyzstan,KGZ,2022-06-28,48.27
Kyrgyzstan,KGZ,2022-06-29,48.29
Kyrgyzstan,KGZ,2022-06-30,48.3
Kyrgyzstan,KGZ,2022-07-01,48.31
Kyrgyzstan,KGZ,2022-07-02,48.32
Kyrgyzstan,KGZ,2022-07-03,48.32
Kyrgyzstan,KGZ,2022-07-04,48.34
Kyrgyzstan,KGZ,2022-07-05,48.35
Kyrgyzstan,KGZ,2022-07-06,48.36
Kyrgyzstan,KGZ,2022-07-07,48.37
Kyrgyzstan,KGZ,2022-07-09,48.38
Kyrgyzstan,KGZ,2022-07-10,48.39
Kyrgyzstan,KGZ,2022-07-11,48.4
Kyrgyzstan,KGZ,2022-07-12,48.42
Kyrgyzstan,KGZ,2022-07-13,48.44
Kyrgyzstan,KGZ,2022-07-14,48.45
Kyrgyzstan,KGZ,2022-07-15,48.48
Kyrgyzstan,KGZ,2022-07-16,48.48
Kyrgyzstan,KGZ,2022-07-17,48.49
Kyrgyzstan,KGZ,2022-07-18,48.51
Kyrgyzstan,KGZ,2022-07-19,48.52
Kyrgyzstan,KGZ,2022-07-20,48.53
Kyrgyzstan,KGZ,2022-07-21,48.54
Kyrgyzstan,KGZ,2022-07-22,48.55
Kyrgyzstan,KGZ,2022-07-23,48.56
Kyrgyzstan,KGZ,2022-07-24,48.56
Kyrgyzstan,KGZ,2022-07-25,48.57
Kyrgyzstan,KGZ,2022-07-26,48.57
Kyrgyzstan,KGZ,2022-07-28,48.57
Kyrgyzstan,KGZ,2022-07-29,48.58
Kyrgyzstan,KGZ,2022-07-30,48.58
Kyrgyzstan,KGZ,2022-08-02,48.58
Laos,LAO,2021-03-17,0.55
Laos,LAO,2021-04-14,1.83
Laos,LAO,2021-04-19,1.85
Laos,LAO,2021-04-21,2.04
Laos,LAO,2021-04-22,2.11
Laos,LAO,2021-04-24,2.42
Laos,LAO,2021-04-25,2.47
Laos,LAO,2021-04-26,2.48
Laos,LAO,2021-05-10,6.58
Laos,LAO,2021-05-14,7.59
Laos,LAO,2021-05-15,7.85
Laos,LAO,2021-05-17,8.4
Laos,LAO,2021-05-18,8.55
Laos,LAO,2021-05-19,8.74
Laos,LAO,2021-05-20,9.01
Laos,LAO,2021-05-21,9.3
Laos,LAO,2021-05-22,9.82
Laos,LAO,2021-05-23,9.82
Laos,LAO,2021-05-26,10.11
Laos,LAO,2021-05-31,11.66
Laos,LAO,2021-06-01,12.15
Laos,LAO,2021-06-02,12.31
Laos,LAO,2021-06-03,12.57
Laos,LAO,2021-06-04,12.9
Laos,LAO,2021-06-05,13.23
Laos,LAO,2021-06-06,13.38
Laos,LAO,2021-06-07,13.47
Laos,LAO,2021-06-08,13.71
Laos,LAO,2021-06-09,13.93
Laos,LAO,2021-06-10,14.2
Laos,LAO,2021-06-11,14.54
Laos,LAO,2021-06-12,14.8
Laos,LAO,2021-06-13,14.93
Laos,LAO,2021-06-14,14.96
Laos,LAO,2021-06-15,15.11
Laos,LAO,2021-06-16,15.28
Laos,LAO,2021-06-17,15.28
Laos,LAO,2021-06-18,15.93
Laos,LAO,2021-06-19,16.28
Laos,LAO,2021-06-21,16.73
Laos,LAO,2021-06-22,17.09
Laos,LAO,2021-06-24,18.16
Laos,LAO,2021-06-25,18.61
Laos,LAO,2021-06-26,18.97
Laos,LAO,2021-06-28,19.07
Laos,LAO,2021-07-04,20.61
Laos,LAO,2021-07-05,20.71
Laos,LAO,2021-07-06,20.9
Laos,LAO,2021-07-09,22.2
Laos,LAO,2021-07-11,22.45
Laos,LAO,2021-07-14,23.02
Laos,LAO,2021-07-17,23.93
Laos,LAO,2021-07-31,27.62
Laos,LAO,2021-08-20,41.01
Laos,LAO,2021-08-21,49.93
Laos,LAO,2021-08-22,50.83
Laos,LAO,2021-08-23,51.17
Laos,LAO,2021-08-24,52.18
Laos,LAO,2021-08-25,53.03
Laos,LAO,2021-08-26,53.89
Laos,LAO,2021-08-28,55.69
Laos,LAO,2021-08-29,56.33
Laos,LAO,2021-08-30,56.63
Laos,LAO,2021-08-31,57.08
Laos,LAO,2021-09-01,57.63
Laos,LAO,2021-09-02,58.17
Laos,LAO,2021-09-03,58.64
Laos,LAO,2021-09-04,58.84
Laos,LAO,2021-09-05,59.03
Laos,LAO,2021-09-07,59.3
Laos,LAO,2021-11-23,78.52
Laos,LAO,2022-01-18,105.17
Laos,LAO,2022-02-13,121.99
Laos,LAO,2022-02-16,122.25
Laos,LAO,2022-02-21,122.72
Laos,LAO,2022-02-22,122.77
Laos,LAO,2022-02-23,122.87
Laos,LAO,2022-02-25,123.21
Laos,LAO,2022-02-28,124.11
Laos,LAO,2022-03-02,125.15
Laos,LAO,2022-03-07,127.34
Laos,LAO,2022-03-10,128.37
Laos,LAO,2022-03-11,129.03
Laos,LAO,2022-03-14,130.36
Laos,LAO,2022-03-16,131.54
Laos,LAO,2022-03-18,132.78
Laos,LAO,2022-03-22,134.02
Laos,LAO,2022-03-23,134.52
Laos,LAO,2022-03-25,135
Laos,LAO,2022-03-28,135.34
Laos,LAO,2022-03-30,135.77
Laos,LAO,2022-04-04,137.19
Laos,LAO,2022-04-05,137.43
Laos,LAO,2022-04-06,137.83
Laos,LAO,2022-04-07,138.5
Laos,LAO,2022-04-11,140.2
Laos,LAO,2022-04-13,140.87
Laos,LAO,2022-04-15,141
Laos,LAO,2022-04-18,141.02
Laos,LAO,2022-04-25,142.25
Laos,LAO,2022-04-26,142.68
Laos,LAO,2022-05-03,144.01
Laos,LAO,2022-05-04,144.16
Laos,LAO,2022-05-09,144.73
Laos,LAO,2022-05-12,145.03
Laos,LAO,2022-05-20,145.51
Laos,LAO,2022-05-24,145.85
Laos,LAO,2022-05-26,146.11
Laos,LAO,2022-05-28,146.26
Laos,LAO,2022-05-30,146.29
Laos,LAO,2022-06-03,146.55
Laos,LAO,2022-06-09,146.73
Latvia,LVA,2020-12-04,0
Latvia,LVA,2020-12-07,0
Latvia,LVA,2020-12-09,0
Latvia,LVA,2020-12-15,0
Latvia,LVA,2020-12-16,0
Latvia,LVA,2020-12-17,0
Latvia,LVA,2020-12-18,0
Latvia,LVA,2020-12-20,0
Latvia,LVA,2020-12-21,0
Latvia,LVA,2020-12-22,0
Latvia,LVA,2020-12-23,0
Latvia,LVA,2020-12-24,0
Latvia,LVA,2020-12-26,0
Latvia,LVA,2020-12-27,0
Latvia,LVA,2020-12-28,0.03
Latvia,LVA,2020-12-29,0.08
Latvia,LVA,2020-12-30,0.12
Latvia,LVA,2020-12-31,0.12
Latvia,LVA,2021-01-01,0.13
Latvia,LVA,2021-01-02,0.13
Latvia,LVA,2021-01-03,0.13
Latvia,LVA,2021-01-04,0.16
Latvia,LVA,2021-01-05,0.21
Latvia,LVA,2021-01-06,0.25
Latvia,LVA,2021-01-07,0.3
Latvia,LVA,2021-01-08,0.35
Latvia,LVA,2021-01-09,0.36
Latvia,LVA,2021-01-10,0.38
Latvia,LVA,2021-01-11,0.45
Latvia,LVA,2021-01-12,0.54
Latvia,LVA,2021-01-13,0.62
Latvia,LVA,2021-01-14,0.72
Latvia,LVA,2021-01-15,0.82
Latvia,LVA,2021-01-16,0.86
Latvia,LVA,2021-01-17,0.86
Latvia,LVA,2021-01-18,0.91
Latvia,LVA,2021-01-19,0.96
Latvia,LVA,2021-01-20,1
Latvia,LVA,2021-01-21,1.02
Latvia,LVA,2021-01-22,1.03
Latvia,LVA,2021-01-23,1.04
Latvia,LVA,2021-01-24,1.04
Latvia,LVA,2021-01-25,1.07
Latvia,LVA,2021-01-26,1.12
Latvia,LVA,2021-01-27,1.16
Latvia,LVA,2021-01-28,1.21
Latvia,LVA,2021-01-29,1.26
Latvia,LVA,2021-01-30,1.27
Latvia,LVA,2021-01-31,1.29
Latvia,LVA,2021-02-01,1.36
Latvia,LVA,2021-02-02,1.45
Latvia,LVA,2021-02-03,1.54
Latvia,LVA,2021-02-04,1.62
Latvia,LVA,2021-02-05,1.71
Latvia,LVA,2021-02-06,1.74
Latvia,LVA,2021-02-07,1.75
Latvia,LVA,2021-02-08,1.77
Latvia,LVA,2021-02-09,1.78
Latvia,LVA,2021-02-10,1.82
Latvia,LVA,2021-02-11,1.91
Latvia,LVA,2021-02-12,2.01
Latvia,LVA,2021-02-13,2.03
Latvia,LVA,2021-02-14,2.03
Latvia,LVA,2021-02-15,2.08
Latvia,LVA,2021-02-16,2.16
Latvia,LVA,2021-02-17,2.26
Latvia,LVA,2021-02-18,2.35
Latvia,LVA,2021-02-19,2.42
Latvia,LVA,2021-02-20,2.46
Latvia,LVA,2021-02-21,2.51
Latvia,LVA,2021-02-22,2.6
Latvia,LVA,2021-02-23,2.73
Latvia,LVA,2021-02-24,2.97
Latvia,LVA,2021-02-25,3.19
Latvia,LVA,2021-02-26,3.37
Latvia,LVA,2021-02-27,3.41
Latvia,LVA,2021-02-28,3.41
Latvia,LVA,2021-03-01,3.51
Latvia,LVA,2021-03-02,3.62
Latvia,LVA,2021-03-03,3.85
Latvia,LVA,2021-03-04,4.17
Latvia,LVA,2021-03-05,4.43
Latvia,LVA,2021-03-06,4.47
Latvia,LVA,2021-03-07,4.48
Latvia,LVA,2021-03-08,4.57
Latvia,LVA,2021-03-09,4.69
Latvia,LVA,2021-03-10,4.83
Latvia,LVA,2021-03-11,4.97
Latvia,LVA,2021-03-12,5.24
Latvia,LVA,2021-03-13,5.29
Latvia,LVA,2021-03-14,5.29
Latvia,LVA,2021-03-15,5.5
Latvia,LVA,2021-03-16,5.51
Latvia,LVA,2021-03-17,5.52
Latvia,LVA,2021-03-18,5.54
Latvia,LVA,2021-03-19,5.58
Latvia,LVA,2021-03-20,5.6
Latvia,LVA,2021-03-21,5.61
Latvia,LVA,2021-03-22,5.75
Latvia,LVA,2021-03-23,6.05
Latvia,LVA,2021-03-24,6.38
Latvia,LVA,2021-03-25,6.67
Latvia,LVA,2021-03-26,6.89
Latvia,LVA,2021-03-27,6.92
Latvia,LVA,2021-03-28,6.92
Latvia,LVA,2021-03-29,7.03
Latvia,LVA,2021-03-30,7.3
Latvia,LVA,2021-03-31,7.62
Latvia,LVA,2021-04-01,7.84
Latvia,LVA,2021-04-02,7.87
Latvia,LVA,2021-04-03,8.05
Latvia,LVA,2021-04-04,8.14
Latvia,LVA,2021-04-05,8.3
Latvia,LVA,2021-04-06,8.59
Latvia,LVA,2021-04-07,9.08
Latvia,LVA,2021-04-08,9.46
Latvia,LVA,2021-04-09,9.73
Latvia,LVA,2021-04-10,9.82
Latvia,LVA,2021-04-11,9.82
Latvia,LVA,2021-04-12,9.95
Latvia,LVA,2021-04-13,10.15
Latvia,LVA,2021-04-14,10.49
Latvia,LVA,2021-04-15,10.81
Latvia,LVA,2021-04-16,11.3
Latvia,LVA,2021-04-17,11.64
Latvia,LVA,2021-04-18,11.69
Latvia,LVA,2021-04-19,11.9
Latvia,LVA,2021-04-20,12.3
Latvia,LVA,2021-04-21,12.85
Latvia,LVA,2021-04-22,13.38
Latvia,LVA,2021-04-23,13.95
Latvia,LVA,2021-04-24,14.29
Latvia,LVA,2021-04-25,14.36
Latvia,LVA,2021-04-26,14.61
Latvia,LVA,2021-04-27,15.01
Latvia,LVA,2021-04-28,15.8
Latvia,LVA,2021-04-29,16.57
Latvia,LVA,2021-04-30,17.19
Latvia,LVA,2021-05-01,17.55
